訂單編號,顧客姓名,購買次數,訂單日期,訂單時間,宅配地址(縣),訂單來源,訂單金額,訂購數量,運費,綜合巧克力禮盒,柴燒黑糖巧克力,100%無糖巧克力磚,95%巧克力磚,85%巧克力磚,75%巧克力磚,65%巧克力磚,紅藜巧克力BAR,牛奶巧克力BAR,洛神花巧克力BAR,杏仁巧克力豆,天然可可豆茶,95%黑巧克力冰淇淋,烘培可可豆,杏仁可可瓦片,海鹽巧克力BAR,花生巧克力BAR,抹茶拿鐵生巧克力,經典生巧克力,65%巧克力禮盒,75%巧克力禮盒,85%巧克力禮盒,95%巧克力禮盒,草莓季限定款巧克力禮盒
576,田慶山,10,2021/1/27,,宜蘭縣,LINE,5977,14,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1
1186,陳雅玲,6,2021/1/27,,嘉義市,LINE,4568,11,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0
1285,許左岸,9,2021/1/27,,連江縣,品牌官網,7176,16,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0
1350,葉葉蒨文,9,2021/1/27,,新竹市,LINE,4619,14,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
1524,林建呈,4,2021/1/27,,嘉義市,LINE,6767,16,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0
65,吳瑤玲,9,2021/1/28,09:20,新北市,推薦分潤,1158,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
66,許淑鈴,3,2021/1/28,09:35,台南市,channels.google.title,2495,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
67,鍾沐勻,8,2021/1/28,12:30,高雄市,推薦分潤,1158,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
68,林明原,6,2021/1/28,13:18,澎湖縣,推薦分潤,2495,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
69,馬瑞萍,6,2021/1/28,14:51,台東縣,推薦分潤,1749,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
70,吳昱瑄,7,2021/1/28,18:19,高雄市,推薦分潤,3688,9,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,2
71,邱韶恩,5,2021/1/28,19:31,彰化縣,推薦分潤,659,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,邱雨晴,4,2021/1/28,19:33,花蓮縣,推薦分潤,1049,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
73,曾盈嘉,5,2021/1/28,19:33,新北市,推薦分潤,959,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,葉葉蒨文,5,2021/1/28,19:34,高雄市,推薦分潤,959,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
76,張杏如,13,2021/1/28,19:40,臺中市,推薦分潤,1259,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,林建呈,5,2021/1/28,19:40,桃園市,推薦分潤,1039,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
78,羅曉芬,3,2021/1/28,20:02,桃園市,推薦分潤,2198,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2
79,古秀華,5,2021/1/28,20:07,台中市,推薦分潤,1848,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
80,林美玉,6,2021/1/28,20:08,屏東縣,推薦分潤,2495,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
81,林大欽,9,2021/1/28,20:24,新北市,品牌官網,959,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
82,陳世賢,11,2021/1/28,20:33,屏東縣,推薦分潤,959,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,蔡月桃,6,2021/1/28,20:37,雲林縣,推薦分潤,1259,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
84,董昭男,6,2021/1/28,20:40,基隆市,推薦分潤,1700,4,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,陳子崴,7,2021/1/28,20:49,臺北市,推薦分潤,1559,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
86,侯嘉穎,4,2021/1/28,20:53,新北市,推薦分潤,1259,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,林純華,6,2021/1/28,20:56,屏東縣,品牌官網,2776,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2
89,李佩臻,6,2021/1/28,09:22,桃園市,推薦分潤,1100,4,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
90,許婉菱,7,2021/1/28,09:45,彰化縣,品牌官網,3087,12,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,1,0,0,0,0,3
91,吳雅莉,5,2021/1/28,21:48,台北市,推薦分潤,2187,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
92,劉華融,5,2021/1/28,22:12,台北市,推薦分潤,959,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,劉蓉諭,4,2021/1/28,22:41,屏東縣,推薦分潤,2495,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
94,李沛錞,16,2021/1/28,22:49,臺北市,推薦分潤,2288,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
95,李翠玲,4,2021/1/28,23:36,高雄市,品牌官網,2296,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
1027,林漢昌,11,2021/1/28,,金門縣,LINE,4597,11,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1
1162,林漢昌,8,2021/1/28,,花蓮縣,FB,5877,14,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0
1178,吳旻桓,5,2021/1/28,,苗栗縣,LINE,4997,13,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1
1254,張元溢,17,2021/1/28,,苗栗縣,推薦分潤,4388,11,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0
97,張湘羚,5,2021/1/29,12:36,新北市,推薦分潤,2089,6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
98,王秀玲,4,2021/1/29,00:42,新北市,推薦分潤,2097,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
99,吳建璋,1,2021/1/29,00:42,臺南市,推薦分潤,1639,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
100,梁梁愷秝,4,2021/1/29,12:55,新竹縣,推薦分潤,1657,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
101,馬馬小菇,6,2021/1/29,08:48,台南市,推薦分潤,2198,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2
102,羅素琴,7,2021/1/29,09:49,高雄市,推薦分潤,2986,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4
103,王凱中,2,2021/1/29,23:12,台中市,FB,2495,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
104,廖雅娟,3,2021/1/29,12:14,雲林縣,推薦分潤,1060,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,林育菁,4,2021/1/29,12:37,彰化縣,推薦分潤,2198,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
106,溫春萍,5,2021/1/29,13:10,桃園市,推薦分潤,2695,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
107,陳市容,5,2021/1/29,13:20,台南市,推薦分潤,659,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,邱素琴,5,2021/1/29,15:50,桃園市,推薦分潤,3197,9,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,3
109,王燕雀,5,2021/1/29,20:21,澎湖縣,推薦分潤,2379,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1
110,楊惠如,8,2021/1/29,20:37,新北市,推薦分潤,1259,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
739,邱雨晴,8,2021/1/29,,高雄市,推薦分潤,5327,14,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1
1383,鍾沐勻,9,2021/1/29,,桃園市,推薦分潤,5588,14,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0
1611,林美玉,6,2021/1/29,,新北市,FB,6776,15,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0
1628,林宜靜,5,2021/1/29,,連江縣,品牌官網,4368,11,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1
111,徐佳蓉,6,2021/1/30,11:16,臺中市,推薦分潤,1509,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
112,李基正,8,2021/1/30,12:52,新北市,推薦分潤,1949,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
113,施捷淩,8,2021/1/30,14:46,台南市,推薦分潤,1758,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
114,趙亦宣,3,2021/1/30,15:33,台北市,推薦分潤,998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
115,林禹嫻,8,2021/1/30,22:02,新竹市,推薦分潤,1450,4,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116,黃晃弘,3,2021/1/30,23:31,桃園市,推薦分潤,1259,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,丁志豪,4,2021/1/30,,桃園市,LINE,4019,10,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
719,潘思綺,6,2021/1/30,,雲林縣,推薦分潤,4596,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
117,杜麗裕,4,2021/1/31,11:12,苗栗縣,推薦分潤,1259,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,李昕寧,8,2021/1/31,18:43,臺北市,推薦分潤,2495,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
119,林傳傑,4,2021/1/31,20:03,屏東縣,推薦分潤,760,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,張玉琴,5,2021/1/31,21:42,新北市,推薦分潤,1049,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
121,王宥云,7,2021/1/31,22:18,屏東縣,推薦分潤,1049,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
288,邱雨晴,5,2021/1/31,,彰化縣,品牌官網,4598,13,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1
414,許哲彰,3,2021/1/31,,金門縣,推薦分潤,6586,15,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1
639,頂秋雯,6,2021/1/31,,基隆市,FB,5096,12,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1
1062,陳雅玲,7,2021/1/31,,新竹市,推薦分潤,4897,12,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1
1356,李芷瑄,11,2021/1/31,,彰化縣,LINE,4927,10,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0
122,賴雪芬,3,2021/2/1,00:09,臺北市,推薦分潤,2100,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
123,郭燕欽,4,2021/2/1,12:56,苗栗縣,FB,1150,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
124,楊子杰,5,2021/2/1,08:43,台中市,品牌官網,6345,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5
125,曾益銘,11,2021/2/1,08:55,臺北市,推薦分潤,1158,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
126,張耀文,3,2021/2/1,10:23,高雄市,推薦分潤,1158,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
127,姚若梅,2,2021/2/1,10:31,台北市,品牌官網,2100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
129,陳宇安,6,2021/2/1,10:54,台北市,推薦分潤,2994,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
130,劉秀晃,4,2021/2/1,11:33,新北市,推薦分潤,1158,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
131,林妤真,7,2021/2/1,11:59,高雄市,品牌官網,3992,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
132,鍚坤河,2,2021/2/1,13:12,新北市,推薦分潤,2697,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3
133,李國榮,13,2021/2/1,14:14,南投市,品牌官網,659,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134,楊美滿,7,2021/2/1,17:14,屏東縣,推薦分潤,2469,7,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1
135,莊素芬,6,2021/2/1,18:19,新竹縣,推薦分潤,4540,14,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,3,2,0,2,2,0,0,0,0,0
136,施建民,7,2021/2/1,19:30,屏東縣,推薦分潤,1657,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
137,王靜玉,6,2021/2/1,21:58,花蓮縣,推薦分潤,2198,6,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
420,吳瑤玲,4,2021/2/1,,臺北市,FB,4878,11,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0
458,伯承宗,4,2021/2/1,,嘉義市,LINE,4798,12,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0
1034,李翠玲,7,2021/2/1,,雲林縣,推薦分潤,5817,13,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0
1403,何讚美,13,2021/2/1,,南投縣,LINE,2590,9,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0
1614,秦嘉翎,13,2021/2/1,,臺東縣,FB,5168,13,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0
138,王臻臻,7,2021/2/2,00:30,新北市,推薦分潤,859,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
139,王筠琪,7,2021/2/2,08:31,台北市,推薦分潤,1657,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
140,潘榕生,8,2021/2/2,10:57,台南市,推薦分潤,2180,9,0,0,0,0,0,1,0,0,0,0,1,2,0,3,0,0,1,0,1,0,0,0,0,0,0
141,盧則豫,10,2021/2/2,11:02,新北市,推薦分潤,2197,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3
142,王勝平,9,2021/2/2,11:48,台北市,推薦分潤,2495,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
143,彭敬權,6,2021/2/2,12:45,高雄市,推薦分潤,2596,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
144,蕭珮珈,6,2021/2/2,13:41,高雄市,推薦分潤,2256,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
145,黎彥均,4,2021/2/2,14:45,苗栗縣,品牌官網,1859,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1
146,劉裴雯,9,2021/2/2,14:56,高雄市,推薦分潤,2050,7,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
147,劉斐雯,7,2021/2/2,16:00,高雄市,推薦分潤,4350,15,0,0,0,0,0,1,4,0,0,2,0,1,3,0,0,2,1,1,0,0,0,0,0,0,0
148,王育群,11,2021/2/2,18:05,新北市,推薦分潤,2179,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1
149,胡樂樂,7,2021/2/2,18:09,屏東縣,推薦分潤,1259,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
150,陳家慧,8,2021/2/2,18:55,高雄市,推薦分潤,659,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,黃子瑩,4,2021/2/2,19:15,屏東縣,推薦分潤,659,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152,黃佳歆,4,2021/2/2,19:48,高雄市,推薦分潤,659,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153,郭泰華,6,2021/2/2,21:14,屏東縣,推薦分潤,1060,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
154,林崇瑜,5,2021/2/2,21:31,桃園區,推薦分潤,2495,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
155,李美玉,4,2021/2/2,21:34,臺北市,推薦分潤,1800,6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
156,廖珮均,9,2021/2/2,21:54,台中市,推薦分潤,3080,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
326,朱致群,9,2021/2/2,,新竹縣,品牌官網,5297,11,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0
351,呂展志,5,2021/2/2,,桃園市,FB,4498,11,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0
460,吳昱瑄,7,2021/2/2,,澎湖縣,品牌官網,3519,9,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1234,許左岸,12,2021/2/2,,臺東縣,LINE,4826,10,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1
157,余婷安,5,2021/2/3,00:57,臺北市,品牌官網,1158,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
158,李明岳,6,2021/2/3,08:06,雲林縣,推薦分潤,1158,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
159,李麗芳,7,2021/2/3,09:56,台南市,推薦分潤,760,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
160,張碧珍,9,2021/2/3,20:05,台東縣,推薦分潤,1996,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
161,陳中興,5,2021/2/3,11:19,新北市,推薦分潤,2098,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
162,陳玉台,3,2021/2/3,11:26,屏東縣,LINE,1657,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
163,翁崇文,6,2021/2/3,12:14,高雄市,推薦分潤,390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
164,吳明翰,8,2021/2/3,12:21,高雄市,推薦分潤,2296,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
165,孫思穎,8,2021/2/3,13:18,臺南市,品牌官網,1559,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
166,陳家慧,8,2021/2/3,14:55,高雄市,推薦分潤,1957,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
167,林育賢,6,2021/2/3,15:51,彰化縣,品牌官網,2049,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
168,簡誌緯,4,2021/2/4,09:27,屏東縣,推薦分潤,1158,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
169,蔡清華,5,2021/2/4,13:02,臺北市,推薦分潤,2495,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
170,郭珈慈,2,2021/2/4,15:24,高雄市,推薦分潤,3000,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,洪昇弦,12,2021/2/4,17:03,臺中市,推薦分潤,1458,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
172,楊惠如,8,2021/2/4,22:27,新北市,推薦分潤,2798,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
173,陳燕玲,8,2021/2/4,23:01,新北市,品牌官網,760,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174,黃秀賓,5,2021/2/4,23:44,新北市,推薦分潤,2029,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
377,黃佩婷,9,2021/2/4,,南投縣,LINE,4827,12,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1
399,何讚美,11,2021/2/4,,澎湖縣,推薦分潤,3469,11,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1
614,陳淑貞,5,2021/2/4,,臺南市,LINE,5527,13,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
1022,林大欽,5,2021/2/4,,臺南市,LINE,3848,10,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0
1420,吳秋燕,7,2021/2/4,,新北市,FB,4527,10,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1
1567,李佩臻,8,2021/2/4,,宜蘭縣,推薦分潤,1940,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
175,邱銀珠,8,2021/2/5,00:41,高雄市,推薦分潤,1158,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
176,林育如,4,2021/2/5,10:37,高雄市,推薦分潤,2495,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
177,鄭永福,4,2021/2/5,10:51,新北市,推薦分潤,3992,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
178,莊慶忠,4,2021/2/5,12:04,台中市,品牌官網,1049,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
179,洪適妤,5,2021/2/5,17:41,屏東縣,推薦分潤,1158,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
180,盧育明,5,2021/2/5,23:44,高雄市,推薦分潤,659,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
778,侯嘉穎,9,2021/2/5,,澎湖縣,推薦分潤,4637,10,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1
1509,李沛錞,4,2021/2/5,,桃園市,FB,5617,13,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0
181,江奇諭,7,2021/2/6,17:07,桃園市,推薦分潤,1158,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
575,鄭哲智,25,2021/2/6,,花蓮縣,LINE,4397,11,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1
765,曾盈嘉,19,2021/2/6,,嘉義市,品牌官網,5347,14,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1
588,朱致群,10,2021/2/7,,屏東縣,LINE,5545,11,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1
627,林衣緹,7,2021/2/7,,高雄市,LINE,3448,10,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1
646,吳瑤玲,6,2021/2/7,,彰化縣,LINE,7115,15,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
1114,伯承宗,8,2021/2/7,,新竹縣,推薦分潤,5117,13,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1
561,陳雅玲,7,2021/2/8,,南投縣,FB,5287,13,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1
